modelo,titulo,año,ubicacion,km_num,precio_usd
Toyota Yaris,Toyota Yaris 1.5 107cv S Cvt,2025,Capital Federal - Capital Federal,9000.0,25500.0
Toyota Yaris,Toyota Yaris 1.5 107cv Xls Pack Cvt,2021,Capital Federal - Capital Federal,23284.0,21700.0
Toyota Yaris,Toyota Yaris 1.5 107cv S Cvt,2021,Vicente López - Bs.As. G.B.A. Norte,98000.0,17000.0
Toyota Yaris,Toyota Yaris 1.5 107cv S Cvt,2025,La Plata - Bs.As. G.B.A. Sur,18000.0,24500.0
Toyota Yaris,Toyota Yaris Xls Pack 1.5 Cvt,2019,Bs.As. G.B.A. Norte,61987.0,19000.0
Toyota Yaris,Toyota Yaris 1.5 107cv S Cvt,2022,Escobar - Bs.As. G.B.A. Norte,54000.0,21500.0
Toyota Yaris,Toyota Yaris 1.5 107cv Xls Pack Cvt,2024,Malvinas Argentinas - Bs.As. G.B.A. Norte,10200.0,26000.0
Toyota Yaris,Toyota Yaris 1.5 107cv Xls Pack Cvt,2023,Vicente López - Bs.As. G.B.A. Norte,34140.0,21900.0
Toyota Yaris,Toyota Yaris 1.5 107cv Xls Pack Cvt Sedan,2020,Ituzaingó - Bs.As. G.B.A. Oeste,154000.0,17500.0
Toyota Yaris,Toyota Yaris 1.5 107cv Xls Pack Cvt,2022,Tigre - Bs.As. G.B.A. Norte,65500.0,17866.666666666668
Toyota Yaris,Toyota Yaris 1.5 107cv S Cvt,2023,Capital Federal - Capital Federal,25000.0,23500.0
Toyota Yaris,Toyota Yaris 1.5 107cv S,2024,Vicente López - Bs.As. G.B.A. Norte,27000.0,22666.666666666668
Toyota Yaris,Toyota Yaris 1.5 107cv S Cvt,2025,Pilar - Bs.As. G.B.A. Norte,9200.0,23666.666666666668
Toyota Yaris,Toyota Yaris 1.5 107cv S Cvt,2025,Capital Federal - Capital Federal,1000.0,23266.666666666668
Toyota Yaris,Toyota Yaris 1.5 107cv S Cvt,2026,General San Martín - Bs.As. G.B.A. Norte,0.0,27304.0
Toyota Yaris,Toyota Yaris 1.5 107cv S Cvt,2024,General San Martín - Bs.As. G.B.A. Norte,40000.0,23333.332666666665
Toyota Yaris,Toyota Yaris 1.5 107cv Xls Cvt,2023,Lanús - Bs.As. G.B.A. Sur,15000.0,23300.0
Toyota Yaris,Toyota Yaris 1.5 107cv Xls Cvt Sedan,2023,Capital Federal - Capital Federal,59700.0,17933.333333333332
Toyota Yaris,Toyota Yaris 1.5 107cv S Cvt,2019,Capital Federal - Capital Federal,63000.0,19333.333333333332
Toyota Yaris,Toyota Yaris 1.5 107cv Xs Cvt,2026,Capital Federal - Capital Federal,0.0,22856.0
Toyota Yaris,Toyota Yaris 1.5 107cv Xs Cvt,2026,Capital Federal - Capital Federal,0.0,22856.0
Toyota Yaris,Toyota Yaris 1.5 107cv Xs Cvt,2026,Capital Federal - Capital Federal,0.0,21999.933333333334
Toyota Yaris,Toyota Yaris 1.5 107cv Xs Cvt,2026,Capital Federal - Capital Federal,0.0,22856.0
Toyota Yaris,Toyota Yaris 1.5 107cv Xs Cvt,2026,Capital Federal - Capital Federal,0.0,23666.666666666668
Toyota Yaris,Toyota Yaris 1.5 107cv Xls Pack Cvt,2025,San Miguel - Bs.As. G.B.A. Norte,15000.0,22533.333333333332
Toyota Yaris,Toyota Yaris 1.5 107cv Xs,2023,Capital Federal - Capital Federal,1100.0,20900.0
Toyota Yaris,Toyota Yaris 1.5 107cv Xls,2022,Moreno - Bs.As. G.B.A. Oeste,0.0,24000.0
Toyota Yaris,Toyota Yaris 1.5 107cv Xls Cvt,2022,General San Martín - Bs.As. G.B.A. Norte,50000.0,19500.0
Toyota Yaris,Toyota Yaris 1.5 107cv S Cvt,2022,Zárate - Buenos Aires Interior,40000.0,19666.666666666668
Toyota Yaris,Toyota Yaris 1.5 107cv S Cvt,2019,Capital Federal - Capital Federal,37400.0,18866.666666666668
Toyota Yaris,Toyota Yaris 1.5 S Cvt,2022,Malvinas Argentinas - Bs.As. G.B.A. Norte,36666.0,20553.333333333332
Toyota Yaris,Toyota Yaris 1.5 107cv S Cvt,2025,Castelar - Bs.As. G.B.A. Oeste,8500.0,23666.666666666668
Toyota Yaris,Toyota Yaris 1.5 107cv S Cvt,2019,Capital Federal - Capital Federal,90000.0,18000.0
Toyota Yaris,Toyota Yaris 1.5 107cv S Cvt,2024,Morón - Bs.As. G.B.A. Oeste,31000.0,23000.0
Toyota Yaris,Toyota Yaris 1.5 107cv Xls,2019,Avellaneda - Bs.As. G.B.A. Sur,54500.0,16800.0
Toyota Yaris,Toyota Yaris 1.5 107cv S Cvt,2025,Capital Federal - Capital Federal,0.0,28200.0
Toyota Yaris,Toyota Yaris 1.5 107cv S Cvt,2026,Almirante Brown - Bs.As. G.B.A. Sur,0.0,27304.0
Toyota Yaris,Toyota Yaris 1.5 107cv Xls Pack,2022,La Matanza - Bs.As. G.B.A. Oeste,95000.0,19500.0
Toyota Yaris,Toyota Yaris 1.5 107cv S Cvt,2020,Capital Federal - Capital Federal,118000.0,17200.0
Toyota Yaris,Toyota Yaris 1.5 107cv Xls Cvt,2022,San Isidro - Bs.As. G.B.A. Norte,13000.0,20333.333333333332
Toyota Yaris,Toyota Yaris S 1.5 Cvt,2018,La Matanza - Bs.As. G.B.A. Oeste,48000.0,19500.0
Toyota Yaris,Toyota Yaris 1.5 107cv Xls Sedan,2019,Moreno - Bs.As. G.B.A. Oeste,80700.0,13266.666666666666
Toyota Yaris,Toyota Yaris 1.5 107cv Xls Pack Cvt Sedan,2019,Capital Federal - Capital Federal,64741.0,16043.62
Toyota Yaris,Toyota Yaris 1.5 107cv S Cvt,2026,Vicente López - Bs.As. G.B.A. Norte,0.0,27304.0
Toyota Yaris,Toyota Yaris 1.5 107cv Xls,2021,Malvinas Argentinas - Bs.As. G.B.A. Norte,50000.0,18500.0
Toyota Yaris,Toyota Yaris 1.5 107cv Xls,2021,Lanús - Bs.As. G.B.A. Sur,80000.0,16000.0
Toyota Yaris,Toyota Yaris 1.5 107cv Xls,2025,San Isidro - Bs.As. G.B.A. Norte,1000.0,21665.333333333332
Toyota Yaris,Toyota Yaris 1.5 107cv S,2019,Berazategui - Bs.As. G.B.A. Sur,113000.0,18000.0
Toyota Yaris,Toyota Yaris 1.5 107cv Xls Cvt Sedan,2021,Morón - Bs.As. G.B.A. Oeste,100000.0,16666.666666666668
Toyota Yaris,Toyota Yaris 1.5 107cv Xls Cvt,2024,Capital Federal - Capital Federal,9000.0,22600.0
Toyota Yaris,Toyota Yaris 1.5 107cv Xs Sedan,2024,Malvinas Argentinas - Bs.As. G.B.A. Norte,29200.0,17800.0
Toyota Yaris,Toyota Yaris 1.5 107cv Xs Sedan,2025,Tres De Febrero - Bs.As. G.B.A. Oeste,6000.0,20000.0
Toyota Yaris,Toyota Yaris 1.5 107cv Xs Sedan,2019,San Isidro - Bs.As. G.B.A. Norte,72000.0,14333.333333333334
Toyota Yaris,Toyota Yaris 1.5 107cv Xls Cvt,2026,Lanús - Bs.As. G.B.A. Sur,0.0,25389.333333333332
Toyota Yaris,Toyota Yaris 1.5 107cv Xls Sedan,2021,Capital Federal - Capital Federal,72000.0,18000.0
Toyota Yaris,Toyota Yaris 1.5 107cv Xs Cvt,2025,La Plata - Bs.As. G.B.A. Sur,11111.0,21333.333333333332
Toyota Yaris,Toyota Yaris 1.5 107cv S Cvt,2026,Capital Federal - Capital Federal,0.0,26333.333333333332
Toyota Yaris,Toyota Yaris 1.5 107cv Xls Cvt,2022,Castelar - Bs.As. G.B.A. Oeste,59200.0,20900.0
Toyota Yaris,Toyota Yaris 1.5 Xs Cvt,2025,Tigre - Bs.As. G.B.A. Norte,8533.0,22273.333333333332
Toyota Yaris,Toyota Yaris 1.5 Xs Cvt,2025,Capital Federal - Capital Federal,9465.0,21786.666666666668
Toyota Yaris,Toyota Yaris 1.5 107cv Xs Cvt,2025,Almirante Brown - Bs.As. G.B.A. Sur,9900.0,21266.666666666668
Toyota Yaris,Toyota Yaris 1.5 107cv Xs Cvt,2025,Almirante Brown - Bs.As. G.B.A. Sur,11000.0,21000.0
Toyota Yaris,Toyota Yaris 1.5 107cv Xls Pack Cvt,2023,La Matanza - Bs.As. G.B.A. Oeste,500.0,25999.0
Toyota Yaris,Toyota Yaris 1.5 107cv Xs Cvt,2025,Hurlingham - Bs.As. G.B.A. Oeste,18300.0,20000.0
Toyota Yaris,Toyota Yaris 1.5 107cv Xs Cvt,2024,Almirante Brown - Bs.As. G.B.A. Sur,36000.0,20000.0
Toyota Yaris,Toyota Yaris 1.5 107cv Xls Pack Cvt,2020,Capital Federal - Capital Federal,59600.0,18666.666666666668
Toyota Yaris,Toyota Yaris 1.5 107cv S Cvt,2019,La Matanza - Bs.As. G.B.A. Oeste,65000.0,18666.666666666668
Toyota Yaris,Toyota Yaris 1.5 107cv Xls Cvt,2021,Capital Federal - Capital Federal,117500.0,16500.0
Toyota Yaris,Toyota Yaris 1.5 107cv Xls Pack,2022,Tigre - Bs.As. G.B.A. Norte,39000.0,18600.0
Toyota Yaris,Toyota Yaris 1.5 107cv Xls Pack Cvt Sedan,2020,Vicente López - Bs.As. G.B.A. Norte,55000.0,18666.666666666668
Toyota Yaris,Toyota Yaris 1.5 107cv Xs Cvt,2025,Tigre - Bs.As. G.B.A. Norte,10000.0,21266.666666666668
Toyota Yaris,Toyota Yaris 1.5 107cv Cvt,2017,Lomas De Zamora - Bs.As. G.B.A. Sur,42000.0,15266.666666666666
Toyota Yaris,Toyota Yaris 1.5 107cv S Cvt,2022,La Plata - Bs.As. G.B.A. Sur,75000.0,20500.0
Toyota Yaris,Toyota Yaris 1.5 107cv Xs Cvt,2026,Ezeiza - Bs.As. G.B.A. Sur,0.0,22856.0
Toyota Yaris,Toyota Yaris 1.5 107cv Xs Cvt,2025,Hurlingham - Bs.As. G.B.A. Oeste,10000.0,19666.666666666668
Toyota Yaris,Toyota Yaris 1.5 107cv Xs Cvt,2025,Capital Federal - Capital Federal,26500.0,21350.0
Toyota Yaris,Toyota Yaris 1.5 107cv S Cvt,2021,Capital Federal - Capital Federal,92000.0,18300.0
Toyota Yaris,Toyota Yaris 1.5 107cv Xs Cvt,2025,San Isidro - Bs.As. G.B.A. Norte,0.0,22856.0
Toyota Yaris,Toyota Yaris 1.5 107cv S Cvt,2023,Capital Federal - Capital Federal,15000.0,20999.999333333333
Toyota Yaris,Toyota Yaris 1.5 107cv Xls Cvt Sedan,2023,Capital Federal - Capital Federal,60000.0,17333.333333333332
Toyota Yaris,Toyota Yaris 1.5 107cv Xls Sedan,2019,Vicente López - Bs.As. G.B.A. Norte,126000.0,14333.333333333334
Toyota Yaris,Toyota Yaris 1.5 Xls + Cvt,2025,Capital Federal - Capital Federal,12082.0,23200.0
Toyota Yaris,Toyota Yaris 1.5 107cv Xls Cvt,2025,Campana - Buenos Aires Interior,8300.0,24333.333333333332
Toyota Yaris,Toyota Yaris 1.5 107cv S Cvt,2025,Capital Federal - Capital Federal,0.0,29500.0
Toyota Yaris,Toyota Yaris 1.5 107cv S,2019,Mercedes - Buenos Aires Interior,75525.0,17666.666666666668
Toyota Yaris,Toyota Yaris 1.5 107cv Xls Cvt Sedan,2024,Tres De Febrero - Bs.As. G.B.A. Oeste,17709.0,20666.666666666668
Toyota Yaris,Toyota Yaris 1.5 107cv Xs Cvt,2026,San Isidro - Bs.As. G.B.A. Norte,1000.0,24000.0
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Lt,2025,Tigre - Bs.As. G.B.A. Norte,700.0,17933.333333333332
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Premier At,2026,,0.0,25047.933333333334
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Lt,2025,Capital Federal - Capital Federal,0.0,17026.666
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Lt,2026,Capital Federal - Capital Federal,0.0,17373.333333333332
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Premier At,2025,Capital Federal - Capital Federal,0.0,20302.666
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Premier At,2022,Capital Federal - Capital Federal,125101.0,14326.666666666666
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Premier At,2026,Quilmes - Bs.As. G.B.A. Sur,0.0,21290.743333333332
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Premier Mt,2020,Capital Federal - Capital Federal,82000.0,13000.0
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Lt,2026,Capital Federal - Capital Federal,0.0,15346.666666666666
Chevrolet Onix Plus,Chevrolet Onix Plus 1.2,2024,Capital Federal - Capital Federal,11925.0,13266.666666666666
Chevrolet Onix Plus,Chevrolet Onix Plus 1.2 Lt,2021,Capital Federal - Capital Federal,99177.0,11326.666666666666
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Lt,2025,Capital Federal - Capital Federal,0.0,16666.6
Chevrolet Onix Plus,Chevrolet Onix Plus 1.4 Black Edition,2022,Capital Federal - Capital Federal,103222.0,11000.0
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Premier At,2026,Capital Federal - Capital Federal,0.0,19933.266666666666
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Lt,2026,Capital Federal - Capital Federal,0.0,17200.0
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Ltz At,2026,Capital Federal - Capital Federal,0.0,19333.333333333332
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Premier At,2025,Capital Federal - Capital Federal,2500.0,19933.333333333332
Chevrolet Onix Plus,Chevrolet Onix Plus 1.2 Lt Tech Onstar,2020,Capital Federal - Capital Federal,43000.0,14000.0
Chevrolet Onix Plus,Chevrolet Onix Plus 1.2 Lt,2020,Capital Federal - Capital Federal,104272.0,11133.333333333334
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Lt,2026,Campana - Buenos Aires Interior,0.0,17332.6
Chevrolet Onix Plus,Chevrolet Onix Plus 1.4 Black Edition,2021,Cañuelas - Buenos Aires Interior,86000.0,11666.666666666666
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Premier At,2023,General San Martín - Bs.As. G.B.A. Norte,29000.0,17000.0
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Ltz At,2025,San Isidro - Bs.As. G.B.A. Norte,35000.0,16266.666666666666
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Lt,2024,Capital Federal - Capital Federal,9000.0,16600.0
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Ltz At,2026,Tigre - Bs.As. G.B.A. Norte,0.0,19333.333333333332
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Premier At,2025,Capital Federal - Capital Federal,1000.0,18600.0
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Ltz Mt,2023,Tigre - Bs.As. G.B.A. Norte,68000.0,12992.0
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Lt,2026,Tigre - Bs.As. G.B.A. Norte,0.0,17333.332666666665
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Premier At,2026,Castelar - Bs.As. G.B.A. Oeste,0.0,21290.743333333332
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Premier At,2026,Capital Federal - Capital Federal,0.0,20926.666666666668
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Lt,2026,Capital Federal - Capital Federal,0.0,18903.54
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Lt,2026,Vicente López - Bs.As. G.B.A. Norte,0.0,18903.54
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Lt,2026,La Matanza - Bs.As. G.B.A. Oeste,0.0,18903.54
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Lt,2026,Capital Federal - Capital Federal,0.0,18903.54
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Lt,2026,Capital Federal - Capital Federal,0.0,18903.54
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Lt,2026,Capital Federal - Capital Federal,0.0,18903.54
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Lt,2026,Hurlingham - Bs.As. G.B.A. Oeste,0.0,18903.54
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Lt,2026,La Plata - Bs.As. G.B.A. Sur,0.0,18903.54
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Lt,2026,Capital Federal - Capital Federal,0.0,18903.54
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Lt,2026,Castelar - Bs.As. G.B.A. Oeste,0.0,18903.54
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Lt,2026,Capital Federal - Capital Federal,0.0,18903.54
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Lt,2026,Capital Federal - Capital Federal,0.0,18903.54
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Lt,2026,Capital Federal - Capital Federal,0.0,18903.54
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Lt,2026,Capital Federal - Capital Federal,0.0,18903.54
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Lt,2026,Ezeiza - Bs.As. G.B.A. Sur,0.0,18903.54
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Lt,2026,La Matanza - Bs.As. G.B.A. Oeste,0.0,18903.54
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Lt,2026,Capital Federal - Capital Federal,0.0,18903.54
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Lt,2026,Capital Federal - Capital Federal,0.0,18903.54
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Lt,2026,Capital Federal - Capital Federal,0.0,16800.0
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Lt,2026,Escobar - Bs.As. G.B.A. Norte,0.0,17332.66
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Lt,2026,Capital Federal - Capital Federal,0.0,16666.6
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Ltz At,2026,Capital Federal - Capital Federal,0.0,21280.765333333333
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Ltz At,2026,Capital Federal - Capital Federal,0.0,21280.765333333333
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Ltz At,2026,Capital Federal - Capital Federal,0.0,21280.765333333333
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Ltz At,2026,Almirante Brown - Bs.As. G.B.A. Sur,0.0,21280.765333333333
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Ltz At,2026,La Matanza - Bs.As. G.B.A. Oeste,0.0,21280.765333333333
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Ltz At,2026,Capital Federal - Capital Federal,0.0,21280.765333333333
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Ltz At,2026,Capital Federal - Capital Federal,0.0,21280.765333333333
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Ltz At,2026,Capital Federal - Capital Federal,0.0,21280.765333333333
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Ltz At,2026,Capital Federal - Capital Federal,0.0,21280.765333333333
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Ltz At,2026,Capital Federal - Capital Federal,0.0,21280.765333333333
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Ltz At,2026,Vicente López - Bs.As. G.B.A. Norte,0.0,21280.765333333333
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Ltz At,2026,Capital Federal - Capital Federal,0.0,21280.765333333333
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Ltz At,2026,Capital Federal - Capital Federal,0.0,19333.332666666665
Chevrolet Onix Plus,Chevrolet Onix Plus 1.2 Lt,2020,Lanús - Bs.As. G.B.A. Sur,57000.0,12000.0
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Premier At,2022,Tigre - Bs.As. G.B.A. Norte,55000.0,15325.333333333334
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Lt,2025,Escobar - Bs.As. G.B.A. Norte,12200.0,18333.333333333332
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Premier At,2026,Capital Federal - Capital Federal,0.0,21290.743333333332
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Premier At,2026,Capital Federal - Capital Federal,0.0,21290.743333333332
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Premier At,2026,Capital Federal - Capital Federal,0.0,21290.743333333332
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Premier At,2026,Capital Federal - Capital Federal,0.0,21290.743333333332
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Premier At,2026,Capital Federal - Capital Federal,0.0,21290.743333333332
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Premier At,2026,Capital Federal - Capital Federal,0.0,21290.743333333332
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Premier At,2026,Capital Federal - Capital Federal,0.0,20200.0
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Premier At,2026,Malvinas Argentinas - Bs.As. G.B.A. Norte,0.0,20599.933333333334
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Premier At,2026,Tigre - Bs.As. G.B.A. Norte,0.0,20600.0
Chevrolet Onix Plus,Chevrolet Onix Plus 1.2 Lt,2020,Lanús - Bs.As. G.B.A. Sur,33000.0,11666.666666666666
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Premier Mt,2020,Merlo - Bs.As. G.B.A. Oeste,23200.0,15800.0
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Lt,2026,Tres De Febrero - Bs.As. G.B.A. Oeste,0.0,16933.333333333332
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Premier At,2026,Capital Federal - Capital Federal,0.0,20666.667333333335
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Ltz At,2026,La Matanza - Bs.As. G.B.A. Oeste,0.0,21280.765333333333
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Premier At,2021,La Plata - Bs.As. G.B.A. Sur,80000.0,14000.0
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Premier At,2020,La Matanza - Bs.As. G.B.A. Oeste,31000.0,15866.666666666666
Chevrolet Onix Plus,Chevrolet Onix Plus 1.2 Lt,2021,Lanús - Bs.As. G.B.A. Sur,41773.0,14000.0
Chevrolet Onix Plus,Chevrolet Onix Plus 1.2 Lt,2023,Pilar - Bs.As. G.B.A. Norte,66000.0,12466.666666666666
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Premier Mt,2020,La Matanza - Bs.As. G.B.A. Oeste,45000.0,14333.333333333334
Chevrolet Onix Plus,Chevrolet Onix Plus 1.4 Black Edition,2020,Escobar - Bs.As. G.B.A. Norte,78238.0,12333.333333333334
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Premier At,2020,Quilmes - Bs.As. G.B.A. Sur,100000.0,13666.666666666666
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Premier At,2020,Capital Federal - Capital Federal,77000.0,13933.333333333334
Chevrolet Onix Plus,Chevrolet Onix Plus 1.2,2023,Lanús - Bs.As. G.B.A. Sur,95500.0,14000.0
Chevrolet Onix Plus,Chevrolet Onix Plus 1.2 Lt,2020,Luján - Buenos Aires Interior,112300.0,10000.0
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Lt,2026,Capital Federal - Capital Federal,0.0,16933.333333333332
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Lt,2026,Capital Federal - Capital Federal,0.0,16933.333333333332
Chevrolet Onix Plus,Chevrolet Onix Plus 1.2 Lt Tech Onstar,2020,Pilar - Bs.As. G.B.A. Norte,113000.0,10333.333333333334
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Lt,2024,Capital Federal - Capital Federal,9000.0,16600.0
Chevrolet Onix Plus,Chevrolet Onix Plus 1.2 Lt,2020,La Matanza - Bs.As. G.B.A. Oeste,108000.0,11000.0
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Ltz At,2026,Capital Federal - Capital Federal,0.0,18799.933333333334
Chevrolet Onix Plus,Chevrolet Onix Plus 1.2,2021,Capital Federal - Capital Federal,36000.0,12333.333333333334
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Lt,2025,Hurlingham - Bs.As. G.B.A. Oeste,10000.0,16666.666666666668
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Premier At,2026,Capital Federal - Capital Federal,0.0,20400.0
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Premier At,2026,Capital Federal - Capital Federal,0.0,20400.0
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Premier At,2026,Tres De Febrero - Bs.As. G.B.A. Oeste,0.0,20400.0
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Premier At,2026,Capital Federal - Capital Federal,0.0,21000.0
Chevrolet Onix Plus,Chevrolet Onix Plus 1.4 Base,2021,La Matanza - Bs.As. G.B.A. Oeste,67130.0,13000.0
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Lt,2025,Capital Federal - Capital Federal,0.0,16726.666666666668
Chevrolet Onix Plus,Chevrolet Onix Plus 1.2,2020,Berazategui - Bs.As. G.B.A. Sur,72000.0,11933.333333333334
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Premier At,2020,Tigre - Bs.As. G.B.A. Norte,36000.0,15933.333333333334
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Premier At,2025,Pilar - Buenos Aires Interior,0.0,22316.941333333332
Chevrolet Onix Plus,Chevrolet Onix Plus 1.2 Lt,2021,Capital Federal - Capital Federal,58600.0,12260.0
Chevrolet Onix Plus,Chevrolet Onix Plus 1.2 Lt,2021,Avellaneda - Bs.As. G.B.A. Sur,110000.0,14666.666666666666
Chevrolet Onix Plus,Chevrolet Onix Plus 1.2 Lt Tech Onstar,2020,Capital Federal - Capital Federal,35000.0,12800.0
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Premier At,2021,La Plata - Bs.As. G.B.A. Sur,78000.0,14333.333333333334
Chevrolet Onix Plus,Chevrolet Onix Plus 1.2 Lt Tech Onstar,2021,San Miguel - Bs.As. G.B.A. Norte,84000.0,11666.666666666666
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Premier At,2023,Capital Federal - Capital Federal,21000.0,18900.0
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Ltz At,2026,Lanús - Bs.As. G.B.A. Sur,0.0,20266.666666666668
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Lt,2026,Capital Federal - Capital Federal,0.0,16933.333333333332
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Ltz At,2025,Capital Federal - Capital Federal,24880.0,19000.0
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Ltz At,2025,Capital Federal - Capital Federal,24880.0,18000.0
Chevrolet Onix Plus,Chevrolet Onix Plus 1.2,2023,Escobar - Bs.As. G.B.A. Norte,74019.0,16000.0
Chevrolet Onix Plus,Chevrolet Onix Plus 1.2 Mt,2020,Capital Federal - Capital Federal,93000.0,11333.333333333334
